"filename", "language", "Markdown", "JSON with Comments", "JSON", "TypeScript", "JavaScript", "HTML", "MS SQL", "Python", "Batch", "pip requirements", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\evaluator_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 10, 25, 266
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\exam_controller.py", "Python", 0, 0, 0, 0, 0, 0, 0, 596, 0, 0, 0, 0, 74, 89, 759
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\exam_sessions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 4, 13, 68
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 2611, 0, 0, 0, 0, 132, 284, 3027
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\massive_expansion.json", "JSON", 0, 0, 2422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2422
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\migrate_to_sqlite.py", "Python", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 5, 14, 95
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\roleplay_cards.json", "JSON", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 195
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\scenario_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 5, 11, 114
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\seed_massive_expansion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 5, 10, 49
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\seed_more_topic_questions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 10, 14, 233
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\seed_questions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 640, 0, 0, 0, 0, 32, 25, 697
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\seed_speaking_vault.py", "Python", 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 13, 280
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\start.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 1, 17
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\state_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 8, 12, 56
"c:\Users\om\OneDrive\Desktop\French 2.0\backend\test_gen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\COMPONENT_REFERENCE.md", "Markdown", 520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 639
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\IMPLEMENTATION_CHECKLIST.md", "Markdown", 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 490
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\QUICK_START.md", "Markdown", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 421
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\README_REDESIGN.md", "Markdown", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 412
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\REDESIGN_SUMMARY.md", "Markdown", 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 444
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\SPEED_SPEAKING_UPGRADE.md", "Markdown", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 50
"c:\Users\om\OneDrive\Desktop\French 2.0\docs\UI_UX_IMPLEMENTATION_GUIDE.md", "Markdown", 463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 586
"c:\Users\om\OneDrive\Desktop\French 2.0\eslint.config.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\COMPONENT_REFERENCE.md", "Markdown", 520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 639
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\IMPLEMENTATION_CHECKLIST.md", "Markdown", 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 490
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\QUICK_START.md", "Markdown", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 421
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\README_REDESIGN.md", "Markdown", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 412
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\REDESIGN_SUMMARY.md", "Markdown", 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 444
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\UI_UX_IMPLEMENTATION_GUIDE.md", "Markdown", 463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 586
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\eslint.config.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\index.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\package-lock.json", "JSON", 0, 0, 4175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4176
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\package.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\postcss.config.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 5, 8, 63
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\components\Navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 2, 7, 88
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\components\ProgressRing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 3, 67
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\components\XPAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\context\AppContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 10, 112
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\data\gameData.ts", "TypeScript", 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 170
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 4, 31, 170
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\lib\supabase.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 68
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\ExamMode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 15, 211
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\Explore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 10, 14, 179
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\Home.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 0, 11, 17, 308
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\Learn.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 325, 0, 10, 29, 364
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 7, 11, 163
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\screens\Progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 5, 14, 226
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\types\index.ts", "TypeScript", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 112
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\supabase\migrations\20260503093957_french_coach_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 20, 24, 159
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 1, 49
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\tsconfig.app.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\tsconfig.json", "JSON with Comments", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\tsconfig.node.json", "JSON", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 23
"c:\Users\om\OneDrive\Desktop\French 2.0\french2.0\project\vite.config.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\om\OneDrive\Desktop\French 2.0\index.html", "HTML", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\om\OneDrive\Desktop\French 2.0\package-lock.json", "JSON", 0, 0, 4301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4302
"c:\Users\om\OneDrive\Desktop\French 2.0\package.json", "JSON", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\om\OneDrive\Desktop\French 2.0\plan.md", "Markdown", 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 278
"c:\Users\om\OneDrive\Desktop\French 2.0\postcss.config.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\om\OneDrive\Desktop\French 2.0\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 11, 209
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\CelebrationModals.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 18, 180
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\EngagementHooks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 12, 94
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\GemAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 5, 33
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\Navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 8, 8, 152
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ProgressRing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 2, 4, 79
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\SessionCompletion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 1, 10, 165
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\Sparkline.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 5, 36
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\TopContextBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 3, 13, 127
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\WeeklyChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 3, 56
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\XPAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\layout\PageShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 29
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\motion\variants.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\Card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\CharacterAvatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 3, 10, 64
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\CollapsibleCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 2, 5, 67
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\FlashcardDeck.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 2, 11, 108
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\MicroDrillModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 7, 22, 266
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\MissionObjectivesList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 1, 6, 57
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\MistakeLogViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 6, 69
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\ScenarioBackground.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 5, 8, 64
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\ScenarioPrepScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 3, 9, 172
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\SettingToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 2, 27
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\SeverityBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\SpeechBubble.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 2, 6, 45
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\StatTile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\VisualNovelView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 5, 12, 164
"c:\Users\om\OneDrive\Desktop\French 2.0\src\components\ui\VocabListView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 5, 43
"c:\Users\om\OneDrive\Desktop\French 2.0\src\context\AppContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 321, 0, 3, 39, 363
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\emojiQuestions.ts", "TypeScript", 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 331
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\exploreTree.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\features.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\gameData.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 33
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\listeningQuestions.ts", "TypeScript", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 101
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\minigame.json", "JSON", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockDaily.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockFeedback.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockFriends.ts", "TypeScript", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 151
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockGroups.ts", "TypeScript", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 97
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockNews.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 55
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\mocks\mockRankings.ts", "TypeScript", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 114
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\pronunciationDrills.ts", "TypeScript", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 172
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\questions.ts", "TypeScript", 0, 0, 0, 9116, 0, 0, 0, 0, 0, 0, 0, 0, 78, 81, 9275
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\igcse_master.json", "JSON", 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 241
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\massive_expansion.json", "JSON", 0, 0, 2422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2422
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\papers.json", "JSON", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 216
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\questions.json", "JSON", 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 204
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\roleplays.json", "JSON", 0, 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 309
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\raw\topic_conversations.json", "JSON", 0, 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 528
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\rebuildQuestions.ts", "TypeScript", 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 186
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\roleplayCards.ts", "TypeScript", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 196
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\airport.json", "JSON", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 205
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\bakery.json", "JSON", 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 241
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\bank.json", "JSON", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 161
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\bookstore.json", "JSON", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 110
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\cafe.json", "JSON", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 213
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\camping.json", "JSON", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 222
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\car_rental.json", "JSON", 0, 0, 389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 396
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\cinema.json", "JSON", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 169
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\dentist.json", "JSON", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\doctor.json", "JSON", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 125
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\flight.json", "JSON", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 168
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\flower_shop.json", "JSON", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 115
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\gare.json", "JSON", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 168
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\gas_station.json", "JSON", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 107
"c:\Users\om\OneDrive\Desktop\French 2.0\src\data\scenarios\gym.json", "JSON", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 102
